KEYCODE,TICKER,DATE,VALUE,YoY
Account_Receivable,AAM,2023,13844480998.0,0.12235520920477927
Account_Receivable,AAM,2024,9037864729.0,-0.3471864542769334
COGS,AAM,2016,-253726836877.0,
COGS,AAM,2017,-205602824635.0,-0.1896685933357899
COGS,AAM,2018,-195139379102.0,-0.05089154563696008
COGS,AAM,2019,-194982437674.0,-0.000804252984314191
COGS,AAM,2020,-120739525348.0,-0.38076717683738315
COGS,AAM,2021,-126638446298.0,0.04885658555471295
COGS,AAM,2022,-184746905066.0,0.45885321927640943
COGS,AAM,2023,-135861757126.0,-0.2646060453491007
COGS,AAM,2024,-149123679899.0,0.09761336121025366
Capex,AAM,2016,-676000000.0,
Capex,AAM,2017,-3143790996.0,3.6505783964497045
Capex,AAM,2018,-3642444003.0,0.1586151902701105
Capex,AAM,2019,-2044947401.0,-0.4385782185489373
Capex,AAM,2020,-1170951179.0,-0.4273930085304918
Capex,AAM,2021,-746072727.0,-0.36284898945389765
Capex,AAM,2022,-3217643736.0,3.3127749072645027
Capex,AAM,2023,-238000000.0,-0.9260328303792051
Capex,AAM,2024,-105000000.0,-0.5588235294117647
Cash,AAM,2016,43594126903.0,
Cash,AAM,2017,90104030758.0,1.0668846277960289
Cash,AAM,2018,83358305651.0,-0.07486596382261257
Cash,AAM,2019,51328012761.0,-0.38424836781235305
Cash,AAM,2020,31893707775.0,-0.378629600886605
Cash,AAM,2021,67947255376.0,1.130428229146211
Cash,AAM,2022,63385856094.0,-0.06713147215084059
Cash,AAM,2023,27889024566.0,-0.5600118656654078
Cash,AAM,2024,62696738875.0,1.2480793018280996
Cash_Equivalent,AAM,2016,13386493510.0,
Cash_Equivalent,AAM,2017,13656304758.0,0.020155483420542186
Cash_Equivalent,AAM,2018,11098787731.0,-0.18727738376677494
Cash_Equivalent,AAM,2019,13793393220.0,0.24278376650755318
Cash_Equivalent,AAM,2020,26258747855.0,0.9037192252973414
Cash_Equivalent,AAM,2021,61812295456.0,1.3539696484130013
Cash_Equivalent,AAM,2022,10250896174.0,-0.8341608882443636
Cash_Equivalent,AAM,2023,22888984646.0,1.2328764487981827
Cash_Equivalent,AAM,2024,62696698955.0,1.7391647084684756
Dep_Expense,AAM,2016,5543547248.0,
